fighter_name,Height,Weight,Reach,Stance,DOB,fighter_name
867,"5' 9""",170 lbs.,,Orthodox,,Eddy Ellis
868,"5' 4""",115 lbs.,,,"Nov 15, 1982",Lisa Ellis
869,"5' 3""",115 lbs.,,Orthodox,"Oct 06, 1984",Anna Elmose
870,"5' 8""",135 lbs.,,,,Cameron Else
871,"5' 8""",135 lbs.,,,"Mar 18, 1989",Aaron Ely
872,"5' 4""",135 lbs.,,,"Jun 26, 1992",Sovannahry Em
873,"5' 10""",170 lbs.,"76""",Southpaw,"May 23, 1987",Ramazan Emeev
874,"6' 6""",255 lbs.,,Orthodox,"Aug 02, 1981",Aleksander Emelianenko
875,"6' 0""",230 lbs.,"74""",Orthodox,"Sep 28, 1976",Fedor Emelianenko
876,"5' 9""",155 lbs.,"70""",Orthodox,"Jul 30, 1981",Rob Emerson
877,"5' 10""",145 lbs.,"74""",Orthodox,"Jul 24, 1989",Jamall Emmers
878,"5' 6""",145 lbs.,"70""",Orthodox,"Mar 04, 1985",Josh Emmett
879,"5' 11""",155 lbs.,,,"Oct 16, 1975",Marius Enache
880,"6' 2""",170 lbs.,,,,Kevin Engel
881,"6' 0""",170 lbs.,"77""",Switch,"Aug 10, 1991",Oliver Enkamp
882,"5' 10""",145 lbs.,,Orthodox,"May 27, 1987",Alex Enlund
883,"6' 2""",192 lbs.,,,,Kenny Ento
884,"5' 5""",135 lbs.,,Orthodox,"Nov 19, 1986",Ian Entwistle
885,"6' 3""",185 lbs.,"78""",Orthodox,"Aug 15, 1991",Andy Enz
886,"5' 7""",160 lbs.,,Orthodox,,Won Jin Eoh
887,,130 lbs.,,,"Aug 23, 1986",Josh Epps
888,"6' 3""",280 lbs.,,Orthodox,,Tom Erikson
889,"5' 11""",230 lbs.,,Orthodox,"Jan 31, 1983",Konstantin Erokhin
890,"6' 1""",145 lbs.,"74""",Southpaw,"Jul 31, 1989",Julian Erosa
891,"5' 9""",155 lbs.,,,,Nick Ertl
892,"6' 0""",170 lbs.,,,,Chel Erwin-Davis
893,,130 lbs.,,,,Bobby Escalante
894,"5' 11""",350 lbs.,,Orthodox,"Aug 03, 1968",Eric Esch
895,,205 lbs.,,,,Pro Escobedo
896,"5' 7""",135 lbs.,"72""",Orthodox,"Aug 30, 1981",Cole Escovedo
897,"5' 9""",155 lbs.,"71""",Orthodox,"Jan 15, 1986",Efrain Escudero
898,,145 lbs.,,,,Evan Esguerra
899,"5' 1""",115 lbs.,"63""",Orthodox,"Oct 10, 1987",Carla Esparza
900,"6' 3""",250 lbs.,"80""",,"Oct 09, 1980",Juan Espino
901,"5' 6""",125 lbs.,"69""",Orthodox,"Nov 08, 1989",Jordan Espinosa
902,"5' 1""",115 lbs.,"64""",Orthodox,"May 07, 1986",Jodie Esquibel
903,"6' 1""",155 lbs.,"73""",Orthodox,"Jan 11, 1986",Terry Etim
904,"6' 0""",180 lbs.,,Southpaw,,Fred Ettish
905,,135 lbs.,,,,Scott Ettling
906,"5' 4""",135 lbs.,"67""",Orthodox,"Apr 27, 1985",Sijara Eubanks
907,"5' 8""",155 lbs.,"68""",Orthodox,"Oct 07, 1980",Billy Evangelista
908,"6' 0""",205 lbs.,"75""",Orthodox,"Sep 25, 1979",Rashad Evans
909,"5' 9""",155 lbs.,,Orthodox,"Oct 10, 1980",Doug Evans
910,"5' 8""",125 lbs.,"67""",Orthodox,"Jul 09, 1987",Ashlee Evans-Smith
911,"6' 3""",250 lbs.,,Orthodox,"Jun 01, 1974",Dan Evensen
912,"5' 7""",135 lbs.,"70""",Orthodox,"Jun 04, 1981",Tonya Evinger
913,"5' 7""",145 lbs.,"72""",Orthodox,"Feb 11, 1994",Movsar Evloev
914,"5' 8""",135 lbs.,"75""",Southpaw,"Jan 21, 1988",Andre Ewell
915,,185 lbs.,,,"Sep 30, 1985",Neal Ewing
916,"5' 6""",125 lbs.,"66""",Orthodox,"Jul 27, 1986",Jessica Eye
917,,155 lbs.,"70""",,"Jul 15, 1984",Edward Faaloloto
918,"5' 6""",135 lbs.,"67""",Orthodox,"May 14, 1979",Urijah Faber
919,"5' 6""",125 lbs.,"66""",,"Jun 25, 1987",Melinda Fabian
920,"5' 6""",145 lbs.,"69""",Southpaw,"Jul 14, 1975",Wagnney Fabiano
921,"6' 0""",170 lbs.,"75""",Orthodox,"Apr 26, 1986",Bartosz Fabinski
922,"5' 9""",205 lbs.,,Orthodox,"Aug 16, 1979",Ron Faircloth
923,"6' 1""",230 lbs.,,,,Jason Fairn
924,"5' 8""",145 lbs.,"72""",Orthodox,"Dec 12, 1986",Zarah Fairn
925,"5' 11""",185 lbs.,,Orthodox,"Mar 08, 1981",Maiquel Falcao
926,"6' 1""",170 lbs.,,Orthodox,"Jul 05, 1980",Brodie Farber
927,"5' 9""",155 lbs.,,,,Joao Paulo Faria
928,"5' 7""",125 lbs.,,Switch,"Jul 23, 1986",Kalindra Faria
929,"5' 9""",145 lbs.,,Southpaw,"Sep 11, 1975",Chance Farrar
930,"6' 4""",170 lbs.,"79""",Southpaw,"Jun 19, 1989",Rico Farrington
931,"5' 8""",135 lbs.,,Orthodox,"Apr 09, 1985",Kelly Faszholz
932,"6' 0""",215 lbs.,,Southpaw,,Rodney Faverus
933,"5' 11""",155 lbs.,"70""",Orthodox,"Apr 25, 1984",Paul Felder
934,"6' 0""",245 lbs.,"75""",Orthodox,"Jan 12, 1995",Carlos Felipe
935,,170 lbs.,,,"Apr 28, 1979",JP Felty
936,"6' 2""",235 lbs.,"77""",Orthodox,"Feb 08, 1974",Kevin Ferguson
937,"5' 7""",205 lbs.,,,,Rhadi Ferguson
938,"5' 11""",155 lbs.,"76""",Orthodox,"Feb 12, 1984",Tony Ferguson
939,"5' 5""",125 lbs.,,Orthodox,"May 13, 1988",Josh Ferguson
940,"6' 2""",170 lbs.,,,"Nov 13, 1977",CJ Fernandes
941,"5' 7""",139 lbs.,,Orthodox,"Mar 30, 1980",Bibiano Fernandes
942,"5' 7""",205 lbs.,,Orthodox,"Apr 25, 1979",Alexandre Ferreira
943,"6' 1""",185 lbs.,"78""",Southpaw,"Feb 15, 1985",Cezar Ferreira
944,"5' 9""",155 lbs.,"74""",Orthodox,"Jan 18, 1985",Diego Ferreira
945,"5' 11""",323 lbs.,,Orthodox,"Apr 26, 1965",Scott Ferrozzo
946,"6' 3""",205 lbs.,"79""",Orthodox,"Jan 18, 1996",Timo Feucht
947,"5' 10""",155 lbs.,"70""",Orthodox,"Dec 14, 1979",Drew Fickett
948,"6' 4""",235 lbs.,,Orthodox,,Scott Fiedler
949,"6' 2""",200 lbs.,,Orthodox,"Nov 18, 1974",Ron Fields
950,"5' 5""",125 lbs.,"68""",Orthodox,"Dec 18, 1987",Deiveson Figueiredo
951,"5' 4""",135 lbs.,,Orthodox,,Anthony Figueroa
952,"5' 7""",135 lbs.,"69""",Orthodox,"Jul 31, 1984",Edwin Figueroa
953,"5' 8""",185 lbs.,,Southpaw,"May 24, 1978",Paulo Filho
954,"5' 11""",145 lbs.,"74""",Orthodox,"Jun 25, 1990",Andre Fili
955,"6' 2""",230 lbs.,"73""",Southpaw,"Sep 10, 1974",Mirko Filipovic
956,"6' 0""",183 lbs.,,Orthodox,,Brady Fink
957,"6' 0""",170 lbs.,,,"Jul 11, 1974",Jesse Finney
958,"5' 8""",135 lbs.,,Orthodox,,Jan Finney
959,"5' 8""",170 lbs.,"70""",Orthodox,"Jan 22, 1981",Luigi Fioravanti
960,"5' 6""",154 lbs.,,Orthodox,"Mar 18, 1982",Luiz Firmino
961,"5' 7""",155 lbs.,"68""",Southpaw,"May 09, 1976",Spencer Fisher
962,"5' 8""",145 lbs.,"68""",Orthodox,"Jun 06, 1992",Chris Fishgold
963,"5' 4""",145 lbs.,,,,Bryanna Fissori
964,"6' 0""",170 lbs.,"74""",Orthodox,"Feb 24, 1978",Jon Fitch
965,"5' 8""",155 lbs.,"71""",Switch,"Mar 05, 1993",Rafael Fiziev
966,"6' 2""",155 lbs.,,Orthodox,"Jan 08, 1983",Colin Fletcher
967,"5' 7""",125 lbs.,"68""",Orthodox,"Sep 07, 1990",Jimmy Flick
968,"6' 0""",155 lbs.,"73""",Southpaw,"Mar 17, 1988",Luke Flores
969,"6' 3""",205 lbs.,"73""",Switch,"Dec 22, 1993",Ty Flores
970,"5' 10""",145 lbs.,"73""",Orthodox,"Aug 06, 1991",Alejandro Flores
971,"5' 10""",145 lbs.,"74""",Southpaw,"May 26, 1976",Kenny Florian
972,,,,,"Jul 18, 1988",Cody Floyd
973,,170 lbs.,,,,Bobby Flynn
974,"5' 9""",155 lbs.,"74""",Orthodox,"Jan 07, 1984",Caros Fodor
975,"5' 7""",220 lbs.,,Orthodox,,Mal Foki
976,"5' 7""",220 lbs.,,Orthodox,,Matt Foki
977,"5' 4""",145 lbs.,,,,AJ Fonseca
978,"5' 8""",135 lbs.,"71""",Orthodox,"Jun 25, 1987",Rob Font
979,"5' 5""",185 lbs.,,Orthodox,,Claudionor Fontinelle
980,"6' 2""",185 lbs.,"75""",Southpaw,"Oct 24, 1984",Jesse Forbes
981,"5' 10""",155 lbs.,,,"Mar 12, 1986",Sterling Ford
982,"5' 9""",170 lbs.,,,"May 13, 1979",Codale Ford
983,"5' 5""",125 lbs.,"67""",Orthodox,"Apr 14, 1985",Jussier Formiga
984,"5' 7""",155 lbs.,"71""",Orthodox,"Mar 27, 1987",Renee Forte
985,"6' 1""",205 lbs.,"74""",Orthodox,"Oct 22, 1985",Marcel Fortuna
986,"5' 9""",170 lbs.,"71""",Orthodox,"Apr 03, 1984",Brian Foster
987,"6' 1""",185 lbs.,,Open Stance,"Jul 03, 1982",Xavier Foupa-Pokam
988,"5' 11""",170 lbs.,,,,Mason Fowler
989,"5' 11""",145 lbs.,,Orthodox,"Apr 28, 1979",Brandon Foxworth
990,"5' 6""",155 lbs.,"71""",Orthodox,"Aug 26, 1974",Hermes Franca
991,"6' 0""",155 lbs.,"77""",Orthodox,"Feb 28, 1991",Glaico Franca Moreira
992,"6' 0""",205 lbs.,,,"Jan 21, 1983",Francisco France
993,"5' 6""",145 lbs.,"67""",Orthodox,"Jul 16, 1982",John Franchi
994,"6' 1""",185 lbs.,"76""",Southpaw,"Oct 05, 1974",Rich Franklin
995,"5' 4""",135 lbs.,,Orthodox,,Zoila Frausto
996,"5' 2""",115 lbs.,,,"Sep 20, 1990",Stephanie Frausto
997,"6' 5""",250 lbs.,,Orthodox,,Zane Frazier
998,"6' 0""",245 lbs.,,Orthodox,,Gary Frazier
999,"6' 0""",265 lbs.,"75""",Southpaw,"Jun 15, 1989",Justin Frazier
1000,"5' 11""",225 lbs.,,Orthodox,"Nov 10, 1966",Ian Freeman
1001,"6' 2""",225 lbs.,,,"Sep 02, 1976",Jason Freeman
1002,"5' 8""",155 lbs.,,,"Jul 28, 1987",Willamy Freire
1003,"5' 5""",145 lbs.,"65""",,"Jul 07, 1987",Patricio Freire
1004,"5' 7""",155 lbs.,"71""",,"Jun 01, 1986",Patricky Freire
1005,"6' 1""",205 lbs.,,,,Jeremy  Freitag
1006,,205 lbs.,,Orthodox,,Rafael Freitas
1007,"5' 7""",135 lbs.,,Orthodox,"Jan 20, 1985",Donavon Frelow
1008,"5' 7""",161 lbs.,,Southpaw,"Oct 07, 1980",Clay French
1009,"5' 10""",145 lbs.,,,"May 29, 1975",Mike French
1010,"5' 9""",155 lbs.,"71""",Orthodox,"Jun 11, 1990",Matt Frevola
1011,"5' 3""",115 lbs.,"65""",Southpaw,"May 20, 1985",Jinh Yu Frey
1012,"5' 10""",185 lbs.,,,"Sep 07, 1991",Artem Frolov
1013,"5' 6""",125 lbs.,"69""",Southpaw,"Apr 14, 1987",Sarah Frota
1014,"6' 1""",219 lbs.,,Orthodox,"Nov 23, 1965",Don Frye
1015,"6' 0""",185 lbs.,,Orthodox,"Mar 26, 1971",Tony Fryklund
1016,"6' 4""",225 lbs.,,Southpaw,"Jan 28, 1983",Jesse Fujarczyk
1017,"6' 0""",205 lbs.,,Orthodox,"Aug 15, 1972",Katsuhisa Fujii
1018,"5' 3""",113 lbs.,,,"Apr 26, 1974",Megumi Fujii
1019,"6' 0""",235 lbs.,,Orthodox,"Oct 16, 1970",Kazuyuki Fujita
1020,"5' 6""",139 lbs.,,Switch,,Keisuke Fujiwara
1021,"6' 0""",185 lbs.,"73""",Southpaw,"Jan 06, 1981",Riki Fukuda
1022,"5' 10""",145 lbs.,"70""",Orthodox,"Oct 06, 1986",Masio Fullen
1023,"6' 0""",240 lbs.,,Orthodox,"May 29, 1977",Travis Fulton
1024,,,,,,Sam Fulton
1025,"6' 0""",185 lbs.,,Southpaw,"Mar 13, 1969",Masakatsu Funaki
1026,"5' 10""",170 lbs.,"74""",Southpaw,"Aug 14, 1980",Ricardo Funch
1027,"6' 0""",168 lbs.,,,"Nov 10, 1980",Katsuaki Furuki
1028,,178 lbs.,,,,James Gabert
1029,"5' 6""",125 lbs.,,Orthodox,"Apr 01, 1994",Gustavo Gabriel
1030,"5' 4""",115 lbs.,"63""",Orthodox,"Dec 07, 1988",Claudia Gadelha
1031,"6' 2""",185 lbs.,,Orthodox,"Jun 23, 1982",Alavutdin Gadjiev
1032,"5' 11""",155 lbs.,"70""",Orthodox,"Nov 14, 1988",Justin Gaethje
1033,"5' 5""",135 lbs.,,Orthodox,"Dec 29, 1989",Sheila Gaff
1034,"5' 7""",135 lbs.,,,"May 17, 1996",Muin Gafurov
1035,"5' 5""",135 lbs.,"65""",Southpaw,"Oct 10, 1984",Mitch Gagnon
1036,"6' 3""",185 lbs.,,,,Brandon Gaines
1037,"6' 0""",170 lbs.,,Orthodox,"May 18, 1981",Travis Galbraith
1038,"5' 11""",135 lbs.,,Orthodox,"Jan 12, 1978",Dave Galera
1039,"6' 2""",185 lbs.,,Orthodox,"Feb 16, 1979",Zelg Galesic
1040,"6' 2""",170 lbs.,"74""",Switch,"Jan 22, 1992",Mickey Gall
1041,"6' 5""",265 lbs.,,,,Daniel Gallemore
1042,"5' 10""",170 lbs.,,Southpaw,"Sep 23, 1986",Tom Gallicchio
1043,"5' 3""",145 lbs.,,,,Turrell Galloway
1044,,155 lbs.,,,,Eric Galvan
1045,"5' 7""",168 lbs.,,Orthodox,"Sep 29, 1982",Andre Galvao
1046,"5' 7""",135 lbs.,,Orthodox,"Jun 23, 1981",Marcos Galvao
1047,,170 lbs.,,,,Lucas Gamaza
1048,"5' 7""",145 lbs.,,Orthodox,"Oct 26, 1988",Joey Gambino
1049,"5' 5""",135 lbs.,"67""",Orthodox,"May 08, 1981",Manvel Gamburyan
1050,"5' 10""",155 lbs.,,,"Dec 11, 1990",Mateusz Gamrot
1051,"6' 2""",205 lbs.,"76""",Orthodox,"Aug 09, 1990",Shamil Gamzatov
1052,"5' 11""",205 lbs.,,Orthodox,"May 07, 1968",Ariel Gandulla
1053,"6' 4""",245 lbs.,"81""",Orthodox,"Apr 12, 1990",Ciryl Gane
1054,"6' 3""",265 lbs.,,Southpaw,,Sean Gannon
1055,"5' 9""",145 lbs.,"70""",Orthodox,"May 28, 1989",Eduardo Garagorri
1056,"5' 8""",135 lbs.,"65""",Orthodox,"Jul 07, 1991",Cody Garbrandt
1057,"5' 10""",145 lbs.,"68""",Orthodox,"Jul 14, 1979",Leonard Garcia
1058,"5' 10""",170 lbs.,"71""",Orthodox,"Feb 22, 1984",Edgar Garcia
1059,"5' 7""",145 lbs.,,,,Alejandro Garcia
1060,"5' 9""",170 lbs.,"72""",Orthodox,"Jul 14, 1987",Alex Garcia
1061,"5' 4""",125 lbs.,,,,Nick Garcia
1062,"6' 0""",155 lbs.,"75""",Southpaw,"May 22, 1992",Steve Garcia
1063,"5' 5""",125 lbs.,"67""",Southpaw,"Sep 13, 1992",Elias Garcia
1064,"6' 3""",265 lbs.,,Orthodox,"Aug 16, 1971",Rulon Gardner
1065,"5' 11""",155 lbs.,,Orthodox,"May 17, 1977",David Gardner
1066,"6' 1""",145 lbs.,"73""",Orthodox,"Sep 16, 1983",Pablo Garza
1067,"5' 6""",125 lbs.,,Orthodox,"Apr 07, 1990",Azamat Gashimov
1068,"6' 1""",170 lbs.,,Orthodox,"Aug 07, 1972",Brian Gassaway
1069,"5' 9""",185 lbs.,"71""",Southpaw,"Oct 24, 1991",Kelvin Gastelum
1070,"5' 8""",125 lbs.,"72""",Orthodox,"Jan 21, 1987",Willie Gates
1071,"5' 5""",135 lbs.,,Orthodox,"Feb 05, 1996",Melissa Gatto
1072,"5' 3""",125 lbs.,"63""",Orthodox,"Aug 28, 1984",Louis Gaudinot
1073,"5' 2""",125 lbs.,,,,Charlene Gellner
1074,"5' 6""",135 lbs.,"68""",Southpaw,"Apr 30, 1982",Chad George
1075,"6' 2""",170 lbs.,,Orthodox,"Sep 22, 1982",Paul Georgieff
1076,"5' 7""",155 lbs.,,Orthodox,"Nov 04, 1980",Brian Geraghty
1077,"6' 0""",155 lbs.,,,,Derek Getzel
1078,"5' 4""",125 lbs.,"63""",,"Mar 09, 1989",Karine Gevorgyan
1079,"5' 8""",194 lbs.,,Orthodox,,Darrel Gholar
1080,"5' 10""",170 lbs.,,Orthodox,"Feb 09, 1977",Tiki Ghosn
1081,"5' 10""",155 lbs.,"71""",Orthodox,"Jan 23, 1990",Christos Giagos
1082,"6' 0""",155 lbs.,"74""",Southpaw,"Jul 05, 1995",Joe Giannetti
1083,"5' 10""",155 lbs.,,,,Nick Gibbons
1084,"5' 11""",170 lbs.,,Orthodox,"Jan 06, 1978",James Giboo
1085,"5' 9""",185 lbs.,,Orthodox,"Nov 20, 1970",Lance Gibson
1086,"5' 7""",155 lbs.,,,,Lee Gibson
1087,"5' 10""",135 lbs.,"71""",Orthodox,"Sep 11, 1987",Cody Gibson
1088,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 07, 1990",Chase Gibson
1089,"5' 11""",155 lbs.,,,,Kenny Giddens
1090,"6' 1""",155 lbs.,"75""",Orthodox,"Jul 26, 1992",Thomas Gifford
1091,"5' 11""",185 lbs.,,Orthodox,"Aug 13, 1993",Joseph Gigliotti
1092,"5' 11""",155 lbs.,,Orthodox,"Jun 05, 1976",Joey Gilbert
1093,"6' 0""",185 lbs.,"74""",Orthodox,"Aug 06, 1992",Trevin Giles
1094,"6' 0""",154 lbs.,,Orthodox,"Mar 24, 1979",Kultar Gill
1095,,185 lbs.,,,,Jesse Gillespie
1096,"5' 7""",155 lbs.,"71""",Orthodox,"Nov 13, 1986",Gregor Gillespie
1097,"6' 0""",170 lbs.,,Orthodox,,Jason Gilliam
1098,,,,,,Krishaun Gilmore
1099,"5' 7""",145 lbs.,,Orthodox,"Mar 26, 1992",Alex Gilpin
1100,"6' 3""",200 lbs.,,Orthodox,,Bob Gilstrap
1101,"5' 11""",185 lbs.,,,,Demetrius Gioulacos
1102,"5' 8""",125 lbs.,,,"Aug 20, 1985",Billy Giovanella
1103,,,,,,He-Man Gipson
1104,"5' 8""",155 lbs.,,,"Jan 16, 1974",Israel Giron
1105,"5' 7""",155 lbs.,,,"Mar 06, 1985",Brandon Girtz
1106,"6' 0""",230 lbs.,,,,Jason Glaza
1107,,205 lbs.,,,"Oct 09, 1977",Mike Glenn
1108,"6' 0""",145 lbs.,"70""",Southpaw,"Apr 12, 1989",Rick Glenn
1109,"6' 4""",240 lbs.,"77""",Orthodox,"Nov 22, 1983",Mark Godbeer
1110,"5' 6""",135 lbs.,,Southpaw,"Oct 21, 1982",Clint Godfrey
1111,"6' 2""",230 lbs.,,Orthodox,,Jason Godsey
1112,"6' 0""",205 lbs.,,Orthodox,"Apr 20, 1971",Allan Goes
1113,"5' 11""",155 lbs.,,,,Jonny Goh
1114,"5' 4""",125 lbs.,"61""",Orthodox,"May 18, 1992",Hannah Goldy
1115,"6' 3""",249 lbs.,"75""",Orthodox,"Sep 15, 1992",Marcelo Golm
1116,"5' 6""",155 lbs.,,Orthodox,"Apr 29, 1982",Sergio Gomez
1117,"5' 10""",135 lbs.,"67""",Orthodox,"Mar 31, 1986",Frank Gomez
1118,,155 lbs.,,,,Alan Gomez
1119,,155 lbs.,,,"Aug 08, 1983",David Gomez
1120,"5' 6""",125 lbs.,,Orthodox,"May 25, 1983",Ulysses Gomez
1121,"5' 10""",155 lbs.,"71""",Orthodox,"Aug 29, 1989",Joey Gomez
1122,"5' 7""",145 lbs.,"68""",Orthodox,"Jan 28, 1995",Luis Gomez
1123,"5' 8""",155 lbs.,,,"Feb 23, 1991",Edson Gomez
1124,"5' 3""",125 lbs.,,Orthodox,"Jun 12, 1984",Silvana Gomez Juarez
1125,"5' 7""",155 lbs.,"70""",Southpaw,"Sep 22, 1978",Takanori Gomi
1126,"5' 7""",170 lbs.,"68""",Switch,"Oct 07, 1974",Akihiro Gono
1127,"6' 2""",242 lbs.,"76""",Orthodox,"May 18, 1979",Gabriel Gonzaga
1128,"5' 9""",145 lbs.,"72""",Orthodox,"Apr 28, 1991",Justin Gonzales
1129,"5' 9""",170 lbs.,"68""",Southpaw,"Sep 15, 1983",Fernando Gonzalez
1130,"5' 6""",155 lbs.,,Orthodox,"Mar 03, 1981",Nick Gonzalez
1131,"5' 10""",135 lbs.,,,,Fabian Gonzalez
1132,"5' 10""",170 lbs.,,Orthodox,"Sep 19, 1987",Lewis Gonzalez
1133,"6' 2""",155 lbs.,"74""",Southpaw,"Feb 28, 1990",Jason Gonzalez
1134,"5' 4""",115 lbs.,,Orthodox,"Aug 12, 1986",Pearl Gonzalez
1135,"6' 2""",205 lbs.,"76""",Orthodox,"Feb 29, 1984",Jorge Gonzalez
1136,"5' 11""",155 lbs.,"74""",Orthodox,"Aug 13, 1985",Mikey Gonzalez
1137,,155 lbs.,,,"Apr 21, 1986",Kier Gooch
1138,"6' 0""",170 lbs.,"74""",Orthodox,"May 26, 1985",Lyman Good
1139,"6' 0""",170 lbs.,"76""",,"Dec 05, 1993",Jared Gooden
1140,"6' 3""",249 lbs.,,Orthodox,"Jan 17, 1966",Gary Goodridge
1141,,155 lbs.,,,,Jordan Goodwin
1142,"6' 5""",216 lbs.,,Orthodox,"Mar 30, 1959",Gerard Gordeau
1143,"6' 0""",185 lbs.,"76""",Orthodox,"Jul 22, 1983",Eddie Gordon
1144,"5' 9""",145 lbs.,"68""",Orthodox,"Sep 06, 1988",Jared Gordon
1145,"6' 1""",265 lbs.,,Orthodox,"Jul 19, 1988",Tebaris Gordon
1146,"5' 7""",125 lbs.,"71""",Switch,"May 19, 1990",Malcolm Gordon
1147,"6' 2""",155 lbs.,"74""",Switch,"Aug 11, 1995",Alex Gorgees
1148,"5' 5""",135 lbs.,,Southpaw,"Apr 29, 1983",Tim Gorman
1149,"6' 3""",265 lbs.,,Orthodox,,Chase Gormley
1150,"6' 0""",170 lbs.,"73""",Orthodox,"Jul 13, 1979",Jonathan Goulet
1151,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 27, 1987",Thibault Gouti
1152,"6' 1""",185 lbs.,"76""",Orthodox,"Oct 03, 1978",Wilson Gouveia
1153,"6' 1""",205 lbs.,,Orthodox,"Sep 25, 1974",Todd Gouwenberg
1154,,,,,,Hugo Govea
1155,,145 lbs.,,,,Justin Governale
1156,"6' 1""",241 lbs.,"75""",Orthodox,"May 12, 1980",Damian Grabowski
1157,"6' 1""",175 lbs.,,Southpaw,"Dec 12, 1966",Royce Gracie
1158,"5' 9""",190 lbs.,,Orthodox,"Jul 18, 1979",Crosley Gracie
1159,"6' 2""",225 lbs.,,Orthodox,,Daniel Gracie
1160,"5' 9""",183 lbs.,,Orthodox,,Ralph Gracie
1161,"5' 10""",185 lbs.,,Orthodox,"Mar 11, 1967",Renzo Gracie
1162,"5' 10""",185 lbs.,,Switch,"Nov 20, 1958",Rickson Gracie
1163,"6' 0""",183 lbs.,,Orthodox,"Apr 11, 1975",Rodrigo Gracie
1164,"5' 8""",150 lbs.,,Southpaw,"Dec 06, 1965",Royler Gracie
1165,"5' 9""",200 lbs.,,Orthodox,"Aug 14, 1974",Ryan Gracie
1166,"6' 2""",210 lbs.,,Orthodox,"Oct 04, 1985",Ralek Gracie
1167,"6' 4""",242 lbs.,,Orthodox,"Jul 14, 1978",Rolles Gracie
1168,"5' 10""",181 lbs.,,Orthodox,,Cesar Gracie
1169,"6' 4""",185 lbs.,"79""",Orthodox,"Sep 26, 1981",Roger Gracie
1170,"5' 11""",170 lbs.,,,"Feb 04, 1980",Igor Gracie
1171,"6' 0""",170 lbs.,,,,Neiman Gracie
1172,"5' 9""",145 lbs.,"70""",Southpaw,"Jul 11, 1988",Kron Gracie
1173,"6' 1""",290 lbs.,,Orthodox,,Steven Graham
1174,"6' 4""",185 lbs.,,Orthodox,,Scott Graham
1175,"5' 7""",125 lbs.,"68""",Orthodox,"Apr 13, 1992",Miranda Granger
1176,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 26, 1984",TJ Grant
1177,"5' 8""",135 lbs.,"69""",Orthodox,"Dec 18, 1985",Davey Grant
1178,"6' 1""",170 lbs.,"76""",Switch,"Sep 14, 1984",Dwight Grant
1179,"5' 5""",115 lbs.,"66""",Orthodox,"Aug 09, 1993",Alexa Grasso
1180,"5' 5""",135 lbs.,"69""",Orthodox,"Sep 28, 1991",Tony Gravely
1181,"5' 10""",170 lbs.,"71""",Orthodox,"Jan 08, 1991",Michael Graves
1182,"6' 2""",255 lbs.,"76""",Southpaw,"Oct 23, 1985",Shelton Graves
1183,"5' 9""",135 lbs.,,Orthodox,"Oct 25, 1987",James Gray
1184,"5' 4""",125 lbs.,"67""",Orthodox,"May 03, 1985",Kevin Gray
1185,"6' 2""",205 lbs.,,Orthodox,"May 03, 1967",Sam Greco
1186,"5' 10""",155 lbs.,"71""",Orthodox,"Sep 09, 1986",Bobby Green
1187,"5' 10""",155 lbs.,"73""",Southpaw,"Oct 11, 1989",Desmond Green
1188,"5' 10""",170 lbs.,"73""",Switch,"May 02, 1993",Gabe Green
1189,"6' 7""",258 lbs.,"80""",Orthodox,"Jul 05, 1986",Maurice Greene
1190,"5' 8""",145 lbs.,"70""",Orthodox,"Jul 29, 1981",Matt Grice
1191,"6' 3""",205 lbs.,"77""",Orthodox,"Mar 16, 1979",Forrest Griffin
1192,"5' 6""",145 lbs.,"68""",Orthodox,"Apr 20, 1984",Tyson Griffin
1193,"5' 11""",170 lbs.,"76""",Orthodox,"Nov 29, 1985",Max Griffin
1194,"5' 10""",145 lbs.,"73""",Southpaw,"Feb 28, 1990",Jordan Griffin
1195,"6' 1""",205 lbs.,"73""",Orthodox,"May 15, 1978",Chad Griggs
1196,"6' 6""",205 lbs.,,Orthodox,,Chuck Grigsby
1197,"5' 11""",205 lbs.,,Orthodox,,Rodrigo Gripp de Sousa
1198,"6' 3""",220 lbs.,"78""",Orthodox,"May 02, 1984",Maxim Grishin
1199,"5' 11""",145 lbs.,"74""",Orthodox,"Oct 14, 1988",Josh Grispi
1200,"5' 9""",155 lbs.,,Orthodox,"Aug 08, 1988",Garrett Gross
1201,"6' 6""",185 lbs.,"79""",Orthodox,"Nov 12, 1982",Kendall Grove
1202,"6' 6""",265 lbs.,,Orthodox,"Jan 18, 1971",Neil Grove
1203,"5' 8""",155 lbs.,"68""",Orthodox,"Jun 16, 1986",Chris Gruetzemacher
1204,"5' 11""",170 lbs.,"73""",Orthodox,"Feb 06, 1977",Vik Grujic
1205,"5' 7""",145 lbs.,"72""",Orthodox,"Jan 03, 1987",Mike Grundy
1206,"5' 9""",145 lbs.,"71""",Orthodox,"Mar 14, 1986",Wang Guan
1207,"6' 3""",230 lbs.,,,"Dec 20, 1975",Nandor Guelmino
1208,"5' 10""",145 lbs.,,,"Jul 24, 1990",Fabricio Guerreiro
1209,"5' 10""",155 lbs.,"71""",Orthodox,"Dec 30, 1981",Shannon Gugerty
